Strategy,Model,N_Folds,Mean_Accuracy,Std_Accuracy,Mean_F1,Std_F1,Mean_Loss
Stratified,SDCNet,1,0.9130785791173305,,0.9134431452202654,,0.2835163699204365
LOSO,SDCNet,20,0.7549822463406959,0.09600729469906143,0.750095453557736,0.10020107442590369,0.8501159381711995
LOGO,SDCNet,5,0.6759745978366609,0.07002957247180662,0.6729074548549021,0.06788322552351968,1.0137075551652894
