Strategy,Model,Fold,Test_Acc,Test_F1,Test_Loss,Test_Participant,Test_Participants
Stratified,SDCNet,single,0.9130785791173305,0.9134431452202654,0.2835163699204365,,
LOSO,SDCNet,1,0.7543103448275862,0.7569566388234151,0.891080583734759,01,
LOSO,SDCNet,2,0.5963203463203464,0.5883649686521956,1.634745142160556,02,
LOSO,SDCNet,3,0.8173719376391982,0.8230355969749713,0.5361837539145798,03,
LOSO,SDCNet,4,0.653475935828877,0.6230273650290584,0.9857140030931024,04,
LOSO,SDCNet,5,0.6519453207150369,0.6488096858394347,1.4725504550773387,05,
LOSO,SDCNet,6,0.8162393162393162,0.8096402079102293,0.5109545214053912,06,
LOSO,SDCNet,7,0.7284623773173392,0.7213415714022101,0.8039153654416749,07,
LOSO,SDCNet,8,0.5993520518358532,0.6021303965323105,1.5701355818280907,08,
LOSO,SDCNet,9,0.6573348264277715,0.6366873154613701,0.9472007674038877,09,
LOSO,SDCNet,10,0.6574172892209178,0.6548744913574734,1.1625526414482419,10,
LOSO,SDCNet,11,0.8218884120171673,0.8235851087236054,0.5825581001877274,11,
LOSO,SDCNet,12,0.955703211517165,0.9556373262534967,0.15718257121570564,12,
LOSO,SDCNet,13,0.7739504843918191,0.7732490835590952,0.8728905523233957,13,
LOSO,SDCNet,14,0.7415730337078652,0.736206890434325,1.0231899127470705,14,
LOSO,SDCNet,15,0.7836383207750269,0.7842378106398694,0.7317513009098201,15,
LOSO,SDCNet,16,0.8585005279831045,0.8593669308696211,0.40228842040317364,16,
LOSO,SDCNet,17,0.7890710382513662,0.7849951721395323,0.6155462354910178,17,
LOSO,SDCNet,18,0.7452934662236987,0.7215740704597363,0.9502153396606445,18,
LOSO,SDCNet,19,0.8199588477366255,0.8214799586105507,0.8082844421972708,19,
LOSO,SDCNet,20,0.8778378378378379,0.876708481482221,0.3433790727805447,20,
LOGO,SDCNet,1,0.6569474442044636,0.6467167104884375,1.080996201997871,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,SDCNet,2,0.6385760988013076,0.644734148715882,1.1883767141977137,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,SDCNet,3,0.7263345195729537,0.7153386601088843,0.8546605016625225,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,SDCNet,4,0.7664756446991404,0.7657106075648523,0.7048028595638821,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,SDCNet,5,0.591539281905439,0.5920371473964549,1.2397014984044579,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
