Strategy,Model,Fold,Test_Acc,Test_F1,Test_Participant,Test_Participants
Stratified,Contrastive_SDCNet,single,0.9160387513455328,0.914387686587843,,
LOSO,Contrastive_SDCNet,1,0.7974137931034483,0.7900187755831963,01,
LOSO,Contrastive_SDCNet,2,0.7196969696969697,0.740498796971481,02,
LOSO,Contrastive_SDCNet,3,0.8229398663697105,0.8175347642696277,03,
LOSO,Contrastive_SDCNet,4,0.7775401069518717,0.7629359753364674,04,
LOSO,Contrastive_SDCNet,5,0.676130389064143,0.648967068936879,05,
LOSO,Contrastive_SDCNet,6,0.8696581196581197,0.8688099914536608,06,
LOSO,Contrastive_SDCNet,7,0.781897491821156,0.775949674794143,07,
LOSO,Contrastive_SDCNet,8,0.6749460043196545,0.6791688122955701,08,
LOSO,Contrastive_SDCNet,9,0.8029115341545353,0.8066858862704781,09,
LOSO,Contrastive_SDCNet,10,0.7331910352187834,0.6860281015180423,10,
LOSO,Contrastive_SDCNet,11,0.796137339055794,0.8104204736649385,11,
LOSO,Contrastive_SDCNet,12,0.9302325581395349,0.9310714700244579,12,
LOSO,Contrastive_SDCNet,13,0.8428417653390743,0.8499549401368984,13,
LOSO,Contrastive_SDCNet,14,0.8253319713993871,0.8325025006627648,14,
LOSO,Contrastive_SDCNet,15,0.8493003229278795,0.8518742902638619,15,
LOSO,Contrastive_SDCNet,16,0.8922914466737064,0.8837881484275202,16,
LOSO,Contrastive_SDCNet,17,0.8786885245901639,0.8894388348594395,17,
LOSO,Contrastive_SDCNet,18,0.8427464008859358,0.8415202822620357,18,
LOSO,Contrastive_SDCNet,19,0.8487654320987654,0.8487721218766723,19,
LOSO,Contrastive_SDCNet,20,0.8875675675675676,0.8961375302931239,20,
LOGO,Contrastive_SDCNet,1,0.8459323254139669,0.8460860745347524,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,Contrastive_SDCNet,2,0.7751543770432255,0.7812525461887424,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,Contrastive_SDCNet,3,0.7857651245551601,0.790511498459035,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,Contrastive_SDCNet,4,0.8474212034383954,0.8492106425353513,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,Contrastive_SDCNet,5,0.744045503021685,0.744291437670114,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
