Strategy,Model,Fold,Test_Acc,Test_F1,Test_Participant,Test_Participants
Stratified,Contrastive_SDCNet,single,0.957481162540366,0.9563862838163161,,
LOSO,Contrastive_SDCNet,1,0.8448275862068966,0.8335507421542174,01,
LOSO,Contrastive_SDCNet,2,0.762987012987013,0.7676920435520627,02,
LOSO,Contrastive_SDCNet,3,0.8596881959910914,0.8575949948794529,03,
LOSO,Contrastive_SDCNet,4,0.7914438502673797,0.7832134102169213,04,
LOSO,Contrastive_SDCNet,5,0.7581493165089379,0.750529143751086,05,
LOSO,Contrastive_SDCNet,6,0.8824786324786325,0.8818470060648212,06,
LOSO,Contrastive_SDCNet,7,0.8538713195201745,0.8471657419345875,07,
LOSO,Contrastive_SDCNet,8,0.7894168466522679,0.7864063268791607,08,
LOSO,Contrastive_SDCNet,9,0.8365061590145577,0.8318956105279077,09,
LOSO,Contrastive_SDCNet,10,0.7748132337246532,0.7586688042310535,10,
LOSO,Contrastive_SDCNet,11,0.898068669527897,0.9040979544259277,11,
LOSO,Contrastive_SDCNet,12,0.9568106312292359,0.9570022700719089,12,
LOSO,Contrastive_SDCNet,13,0.9063509149623251,0.9086838179407998,13,
LOSO,Contrastive_SDCNet,14,0.8294177732379979,0.8374369815010109,14,
LOSO,Contrastive_SDCNet,15,0.8503767491926802,0.854820216329094,15,
LOSO,Contrastive_SDCNet,16,0.9229144667370645,0.9168013668998269,16,
LOSO,Contrastive_SDCNet,17,0.9180327868852459,0.9196962038813433,17,
LOSO,Contrastive_SDCNet,18,0.7397563676633444,0.7385793324994386,18,
LOSO,Contrastive_SDCNet,19,0.8713991769547325,0.8686297875986684,19,
LOSO,Contrastive_SDCNet,20,0.9513513513513514,0.9541437217604115,20,
LOGO,Contrastive_SDCNet,1,0.7804175665946724,0.7797261265543529,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,Contrastive_SDCNet,2,0.7813294587722485,0.7925019594246976,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,Contrastive_SDCNet,3,0.8252669039145908,0.8276166704319148,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,Contrastive_SDCNet,4,0.8581661891117478,0.8599650960164644,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,Contrastive_SDCNet,5,0.8165659438322076,0.811766989907967,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
