Strategy,Model,N_Folds,Mean_Accuracy,Std_Accuracy,Mean_F1,Std_F1,Mean_Loss
Stratified,SDCNet,1,0.933799784714747,,0.9341897809174796,,0.2162437292780282
LOSO,SDCNet,20,0.79964631264986,0.09001094318029913,0.7968841524882916,0.09354549783442624,0.7698151675475925
LOGO,SDCNet,5,0.7665001631217592,0.04412690740485549,0.7648345906189808,0.042320580762891837,0.8378371884564612
