Strategy,Model,Fold,Test_Acc,Test_F1,Test_Participant,Test_Participants
Stratified,Contrastive_SDCNet,single,0.9537136706135629,0.9518076890805424,,
LOSO,Contrastive_SDCNet,1,0.8146551724137931,0.8060872410144735,01,
LOSO,Contrastive_SDCNet,2,0.7196969696969697,0.7285112475601961,02,
LOSO,Contrastive_SDCNet,3,0.9020044543429844,0.900198551782081,03,
LOSO,Contrastive_SDCNet,4,0.7989304812834225,0.7870642096774255,04,
LOSO,Contrastive_SDCNet,5,0.7718191377497371,0.7634176482105285,05,
LOSO,Contrastive_SDCNet,6,0.9038461538461539,0.8993305659989831,06,
LOSO,Contrastive_SDCNet,7,0.8920392584514721,0.8864203861559313,07,
LOSO,Contrastive_SDCNet,8,0.7732181425485961,0.7722603969623689,08,
LOSO,Contrastive_SDCNet,9,0.7961926091825308,0.7861422401954649,09,
LOSO,Contrastive_SDCNet,10,0.7972251867662753,0.7502387375460976,10,
LOSO,Contrastive_SDCNet,11,0.8798283261802575,0.8839257593257447,11,
LOSO,Contrastive_SDCNet,12,0.9568106312292359,0.9585449320716665,12,
LOSO,Contrastive_SDCNet,13,0.8869752421959096,0.8883861618299475,13,
LOSO,Contrastive_SDCNet,14,0.8263534218590398,0.8335402081972756,14,
LOSO,Contrastive_SDCNet,15,0.868675995694295,0.8673338379993241,15,
LOSO,Contrastive_SDCNet,16,0.9007391763463569,0.889439851341158,16,
LOSO,Contrastive_SDCNet,17,0.9420765027322404,0.9474001543155154,17,
LOSO,Contrastive_SDCNet,18,0.8383167220376523,0.8384392908342706,18,
LOSO,Contrastive_SDCNet,19,0.8621399176954733,0.8519229956926626,19,
LOSO,Contrastive_SDCNet,20,0.9502702702702702,0.9519633552002255,20,
LOGO,Contrastive_SDCNet,1,0.8549316054715623,0.8533929041369803,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,Contrastive_SDCNet,2,0.8336360334180893,0.8296480353064738,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,Contrastive_SDCNet,3,0.8580071174377224,0.8607277390854335,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,Contrastive_SDCNet,4,0.875,0.8749721484153731,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,Contrastive_SDCNet,5,0.8247422680412371,0.819041623787542,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
