Strategy,Model,Fold,Test_Acc,Test_F1,Test_Participant,Test_Participants
Stratified,Contrastive_SDCNet,single,0.9577502691065662,0.9555995202715718,,
LOSO,Contrastive_SDCNet,1,0.8125,0.8059548576895516,01,
LOSO,Contrastive_SDCNet,2,0.7456709956709957,0.7572148433732502,02,
LOSO,Contrastive_SDCNet,3,0.9142538975501113,0.9106973612301211,03,
LOSO,Contrastive_SDCNet,4,0.8224598930481284,0.8156015267577228,04,
LOSO,Contrastive_SDCNet,5,0.7644584647739222,0.7565831941154461,05,
LOSO,Contrastive_SDCNet,6,0.905982905982906,0.9005852005013684,06,
LOSO,Contrastive_SDCNet,7,0.8767720828789531,0.8647881114384148,07,
LOSO,Contrastive_SDCNet,8,0.7861771058315334,0.7893408403765102,08,
LOSO,Contrastive_SDCNet,9,0.8723404255319149,0.870079673594898,09,
LOSO,Contrastive_SDCNet,10,0.7897545357524013,0.7689978197924696,10,
LOSO,Contrastive_SDCNet,11,0.9066523605150214,0.9055015286362927,11,
LOSO,Contrastive_SDCNet,12,0.937984496124031,0.9368756304639323,12,
LOSO,Contrastive_SDCNet,13,0.907427341227126,0.911499991511827,13,
LOSO,Contrastive_SDCNet,14,0.8764044943820225,0.8788106190963251,14,
LOSO,Contrastive_SDCNet,15,0.9052744886975242,0.9071130495487184,15,
LOSO,Contrastive_SDCNet,16,0.9007391763463569,0.888623762397669,16,
LOSO,Contrastive_SDCNet,17,0.9202185792349726,0.917854766774071,17,
LOSO,Contrastive_SDCNet,18,0.8792912513842747,0.8770570421001747,18,
LOSO,Contrastive_SDCNet,19,0.8641975308641975,0.8584229873698375,19,
LOSO,Contrastive_SDCNet,20,0.9427027027027027,0.9468316858097424,20,
LOGO,Contrastive_SDCNet,1,0.8642908567314614,0.857719246616429,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,Contrastive_SDCNet,2,0.8438067562658917,0.8391970483428642,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,Contrastive_SDCNet,3,0.8832740213523131,0.8809441248509025,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,Contrastive_SDCNet,4,0.8982808022922636,0.8966214342833169,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,Contrastive_SDCNet,5,0.8407394241023818,0.8337563055087248,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
