Strategy,Model,N_Folds,Mean_Accuracy,Std_Accuracy,Mean_F1,Std_F1,Mean_Loss
Stratified,SDCNet,1,0.9254574811625403,,0.9259011472404156,,0.24706989081638622
LOSO,SDCNet,20,0.7897749127669164,0.09217249178610365,0.7868217244230112,0.09609225840960207,0.7934904867750258
LOGO,SDCNet,5,0.7578035375135558,0.04686475618753727,0.7564683820201423,0.04668657033633389,0.8583603328473413
