Strategy,Model,Fold,Test_Acc,Test_F1,Test_Participant,Test_Participants
Stratified,Contrastive_SDCNet,single,0.9394510226049516,0.9374925550773462,,
LOSO,Contrastive_SDCNet,1,0.7435344827586207,0.745421231002171,01,
LOSO,Contrastive_SDCNet,2,0.7023809523809523,0.7201968109126486,02,
LOSO,Contrastive_SDCNet,3,0.878619153674833,0.8721060881863124,03,
LOSO,Contrastive_SDCNet,4,0.7475935828877005,0.7332475024707804,04,
LOSO,Contrastive_SDCNet,5,0.7003154574132492,0.6900077596786344,05,
LOSO,Contrastive_SDCNet,6,0.875,0.8745920962037369,06,
LOSO,Contrastive_SDCNet,7,0.8691384950926936,0.85970804944977,07,
LOSO,Contrastive_SDCNet,8,0.7419006479481641,0.7419993371283781,08,
LOSO,Contrastive_SDCNet,9,0.7905935050391937,0.7925897361848318,09,
LOSO,Contrastive_SDCNet,10,0.6734258271077909,0.628709034755296,10,
LOSO,Contrastive_SDCNet,11,0.8733905579399142,0.8825050712649277,11,
LOSO,Contrastive_SDCNet,12,0.9612403100775194,0.9611841338399462,12,
LOSO,Contrastive_SDCNet,13,0.8546824542518837,0.8594725284185767,13,
LOSO,Contrastive_SDCNet,14,0.8467824310520939,0.8476983288460113,14,
LOSO,Contrastive_SDCNet,15,0.8180839612486545,0.8278923526493028,15,
LOSO,Contrastive_SDCNet,16,0.8479408658922915,0.8430447062039782,16,
LOSO,Contrastive_SDCNet,17,0.907103825136612,0.9092878640573717,17,
LOSO,Contrastive_SDCNet,18,0.8028792912513842,0.7940676744511426,18,
LOSO,Contrastive_SDCNet,19,0.8806584362139918,0.8726431296253289,19,
LOSO,Contrastive_SDCNet,20,0.9383783783783783,0.9434068382809185,20,
LOGO,Contrastive_SDCNet,1,0.7584593232541397,0.7558250579197168,,"[np.str_('01'), np.str_('18'), np.str_('16')]"
LOGO,Contrastive_SDCNet,2,0.7548129313476207,0.7687574075091893,,"[np.str_('02'), np.str_('09'), np.str_('06')]"
LOGO,Contrastive_SDCNet,3,0.8067615658362989,0.7977396833978038,,"[np.str_('12'), np.str_('04'), np.str_('19')]"
LOGO,Contrastive_SDCNet,4,0.8370343839541547,0.8384548096173624,,"[np.str_('17'), np.str_('14'), np.str_('03')]"
LOGO,Contrastive_SDCNet,5,0.8023462495556346,0.7972363746858396,,"[np.str_('10'), np.str_('20'), np.str_('05')]"
